log.annual.inc,dti,fico,days.with.cr.line,inq.last.6mths,pub.rec,predicted_loan_amnt,all_other,credit_card,debt_consolidation,educational,home_improvement,major_purchase,small_business
10.91501573,5.59,692,3749.958333,1,0,12999.5,1,0,0,0,0,0,0
10.41930072,17.37,772,1139.958333,0,0,11723.5,0,0,0,0,0,0,1
10.4125917,8.4,687,3359.958333,0,0,8986.75,1,0,0,0,0,0,0
11.12726298,20.12,662,1640.041667,5,0,8006.75,0,0,1,0,0,0,0
12.20607265,10.8,687,4649.958333,5,0,19175.25,0,0,0,0,0,0,1
11.22524339,16.16,652,3029.958333,1,0,17251.25,1,0,0,0,0,0,0
11.09741002,24.71,657,6870.0,7,0,20437.5,0,1,0,0,0,0,0
10.59663473,9.66,727,4019.958333,1,1,11111.25,1,0,0,0,0,0,0
10.60757467,22.91,687,2642.0,0,0,11195.5,0,0,1,0,0,0,0
10.0203813,10.04,757,5130.0,6,0,9964.25,0,0,0,0,0,1,0
11.40756495,1.31,787,5399.958333,0,0,11482.75,0,0,0,0,0,0,1
11.69524702,5.76,697,2141.041667,3,0,15086.0,0,0,0,0,0,0,1
11.00209984,14.26,702,6780.041667,0,0,16059.5,0,0,1,0,0,0,0
11.23848862,12.55,667,1407.0,2,0,15278.0,1,0,0,0,0,0,0
10.96812932,9.35,742,9419.958333,1,0,8978.0,0,0,0,0,0,1,0
11.15625052,14.52,717,3669.0,2,0,16117.0,0,0,0,1,0,0,0
10.94130541,20.87,677,4050.0,0,0,13493.25,0,0,1,0,0,0,0
10.858999,12.48,712,4320.0,0,0,8717.25,0,0,1,0,0,0,0
11.22524339,12.64,737,5280.0,1,0,17247.25,0,0,1,0,0,0,0
10.59663473,18.75,712,4560.0,0,1,10302.5,0,1,0,0,0,0,0
11.55214618,6.95,652,3510.041667,0,0,18653.5,1,0,0,0,0,0,0
10.71441777,8.32,712,2100.0,0,0,11326.5,0,0,1,0,0,0,0
11.98292909,12.61,692,3569.958333,0,0,19124.25,1,0,0,0,0,0,0
11.00209984,5.74,657,1830.0,0,0,12728.25,1,0,0,0,0,0,0
10.49127422,17.17,647,719.9583333,3,0,10602.0,0,1,0,0,0,0,0
11.28978191,22.52,742,5310.041667,1,0,23257.75,0,0,1,0,0,0,0
11.07720731,15.9,697,8999.958333,0,0,17562.0,1,0,0,0,0,0,0
10.55581274,7.12,712,2010.0,0,0,10246.25,0,0,1,0,0,0,0
12.65395847,10.49,717,7050.041667,2,0,23502.0,0,0,1,0,0,0,0
10.858999,12.0,742,4020.0,5,0,13703.25,0,1,0,0,0,0,0
9.61580548,2.0,642,238.9583333,5,0,6813.0,0,0,0,0,1,0,0
11.31447453,18.74,672,5820.0,1,0,20242.25,0,1,0,0,0,0,0
10.66895539,18.45,672,5940.041667,0,0,11967.5,0,0,0,0,0,1,0
11.58988651,7.04,792,8640.0,5,0,26223.25,1,0,0,0,0,0,0
10.71308355,16.72,737,3720.0,0,0,14451.0,0,0,1,0,0,0,0
10.73891524,13.04,702,8159.958333,1,0,12520.0,0,0,0,0,0,1,0
10.46310334,5.83,687,2158.958333,2,0,7225.0,1,0,0,0,0,0,0
11.22524339,8.54,657,9361.041667,2,0,9673.25,0,1,0,0,0,0,0
10.49127422,3.47,767,4150.041667,0,0,10794.0,0,0,1,0,0,0,0
10.77895629,22.45,687,8219.958333,0,1,12543.5,0,1,0,0,0,0,0
11.15619338,21.21,692,5730.041667,1,0,12431.5,0,0,1,0,0,0,0
11.45924237,5.38,707,3720.041667,0,0,19518.0,1,0,0,0,0,0,0
10.71441777,23.65,652,2670.0,0,0,9410.75,0,0,1,0,0,0,0
10.78931908,20.56,682,3330.0,2,0,15618.25,0,0,1,0,0,0,0
11.4050284,10.35,697,3690.0,1,0,21872.5,0,1,0,0,0,0,0
11.69524702,15.3,792,7320.0,3,0,20218.75,0,0,1,0,0,0,0
11.13458902,13.7,677,2340.0,2,0,16233.75,0,0,1,0,0,0,0
9.903687533,3.6,722,1530.0,2,0,8116.5,0,0,0,1,0,0,0
11.15619338,6.58,707,3690.0,2,0,9982.25,0,0,1,0,0,0,0
10.91508846,20.07,717,4455.958333,0,0,15245.0,0,0,0,0,0,0,1
11.01856357,12.37,712,3149.958333,2,0,15665.0,0,1,0,0,0,0,0
11.12726298,5.36,712,5280.0,3,0,15109.75,0,0,0,0,0,1,0
11.47210347,23.18,742,5280.0,0,0,19653.5,0,0,1,0,0,0,0
10.30895266,13.44,667,1289.958333,1,0,8624.0,0,0,1,0,0,0,0
10.4341158,0.39,747,3480.041667,4,0,14010.25,0,0,0,0,0,0,1
10.81977828,19.23,712,4296.041667,2,0,13797.5,0,0,0,0,1,0,0
11.3736634,11.24,692,7800.041667,1,0,16641.0,0,0,1,0,0,0,0
12.66032792,10.05,692,9060.0,1,0,22611.5,0,0,1,0,0,0,0
11.36210258,16.33,672,10845.0,1,1,17647.75,0,0,1,0,0,0,0
10.49127422,19.0,687,2880.0,0,0,11407.0,0,1,0,0,0,0,0
10.90205849,15.47,742,4619.958333,5,0,11238.25,0,0,0,1,0,0,0
11.1844214,9.38,782,5943.041667,0,0,18721.75,1,0,0,0,0,0,0
11.35040654,6.58,752,5880.0,0,0,27623.5,0,0,0,0,1,0,0
12.29225034,9.94,717,5730.041667,5,0,18729.0,0,0,0,0,1,0,0
10.08580911,10.35,662,2019.041667,4,0,8839.5,0,0,1,0,0,0,0
11.35040654,5.41,757,5549.958333,0,0,13164.5,1,0,0,0,0,0,0
11.00209984,0.0,672,2520.0,1,0,17917.0,0,0,1,0,0,0,0
10.51867319,14.3,672,6450.041667,0,1,10800.25,0,1,0,0,0,0,0
10.12647109,11.38,722,1710.0,0,0,6418.0,0,0,1,0,0,0,0
9.852194258,12.44,682,3390.041667,3,0,9991.0,0,0,1,0,0,0,0
10.51867319,21.15,662,2910.0,2,0,12725.75,1,0,0,0,0,0,0
10.49127422,9.57,697,2430.0,0,0,9707.75,0,0,1,0,0,0,0
11.69524702,24.97,672,4290.0,0,0,24461.75,0,1,0,0,0,0,0
11.08214255,8.86,742,5129.0,0,0,16802.25,0,1,0,0,0,0,0
10.858999,2.47,717,2383.041667,0,0,8150.5,0,1,0,0,0,0,0
11.31938926,12.74,662,4710.0,3,0,19086.75,0,0,1,0,0,0,0
11.44563115,3.98,777,3029.958333,0,0,24020.0,1,0,0,0,0,0,0
10.34894231,23.83,737,3960.0,0,0,12147.5,0,0,1,0,0,0,0
11.95969885,0.18,797,12153.04167,2,0,28690.5,0,0,0,0,0,1,0
13.30468493,14.39,672,7620.0,6,0,17452.25,0,0,0,0,0,0,1
10.30895266,18.64,702,5190.0,0,0,9623.5,0,1,0,0,0,0,0
10.98860925,7.12,752,5669.958333,3,0,13589.75,1,0,0,0,0,0,0
10.62132735,16.8,747,6750.041667,1,0,10656.25,0,0,0,0,0,1,0
10.49127422,3.73,672,1860.0,0,0,7009.5,1,0,0,0,0,0,0
11.22524339,24.5,787,6540.0,0,0,17365.5,0,0,1,0,0,0,0
10.91508846,8.51,672,4410.0,1,0,9597.5,0,0,1,0,0,0,0
10.81977828,2.42,762,3180.0,0,0,12427.25,1,0,0,0,0,0,0
9.980448594,10.33,742,1920.041667,1,0,11894.25,0,0,1,0,0,0,0
10.35421279,17.78,652,3630.0,1,0,6988.5,0,1,0,0,0,0,0
11.8493977,13.52,747,4919.958333,0,0,23457.5,0,1,0,0,0,0,0
10.76231865,3.05,677,2490.0,3,0,11149.0,0,0,1,0,0,0,0
10.54534144,0.69,747,2640.041667,1,0,14879.25,0,0,1,0,0,0,0
10.6454249,21.63,712,3420.041667,2,0,11966.75,0,0,1,0,0,0,0
10.22557105,8.43,757,2040.041667,2,0,8507.0,1,0,0,0,0,0,0
11.46167427,3.57,717,2160.0,0,0,22719.25,1,0,0,0,0,0,0
11.9511804,17.69,662,4410.0,11,0,23858.25,0,0,0,1,0,0,0
10.75790288,13.53,717,8429.958333,1,0,10798.75,1,0,0,0,0,0,0
10.59653473,14.58,767,5309.958333,0,0,4916.0,0,0,1,0,0,0,0
11.48246626,16.53,662,5189.958333,3,0,20807.25,1,0,0,0,0,0,0
10.40329267,16.74,667,2280.041667,2,0,6886.5,0,0,1,0,0,0,0
10.49127422,22.6,712,5393.041667,1,0,10528.25,0,1,0,0,0,0,0
11.69524702,3.26,712,3844.0,1,0,22215.25,1,0,0,0,0,0,0
11.12726298,8.4,747,1860.0,6,0,18885.75,0,0,0,0,0,0,1
10.30895266,20.12,692,2340.0,1,0,10381.0,0,0,1,0,0,0,0
10.77895629,22.13,657,8099.958333,6,0,6501.5,0,1,0,0,0,0,0
11.04132055,18.5,702,2760.041667,2,0,12791.5,0,0,1,0,0,0,0
10.71441777,3.68,777,7800.0,0,0,9600.25,1,0,0,0,0,0,0
11.98292909,25.72,682,3749.958333,4,0,20751.0,1,0,0,0,0,0,0
11.22524339,18.82,687,2580.0,0,0,17132.25,0,0,1,0,0,0,0
11.00209984,12.2,762,3690.0,2,0,14405.75,0,0,1,0,0,0,0
10.71441777,9.33,672,1770.041667,0,0,10655.25,0,1,0,0,0,0,0
10.54534144,23.08,732,7050.041667,0,0,11976.5,0,0,1,0,0,0,0
10.87812266,10.87,782,6540.0,2,0,11787.5,0,0,1,0,0,0,0
12.07254125,3.31,757,5880.0,0,0,18593.75,0,0,0,0,0,0,1
11.00209984,18.98,712,4085.0,1,0,11589.25,1,0,0,0,0,0,0
11.35040654,23.1,762,11790.0,4,0,14542.5,0,1,0,0,0,0,0
10.37349118,20.0,682,5492.0,1,0,9773.25,0,0,0,0,1,0,0
10.37361617,22.08,697,5220.0,0,0,9483.0,0,0,1,0,0,0,0
11.48246626,18.73,662,4440.041667,0,0,23453.0,0,0,1,0,0,0,0
11.19821472,21.01,692,2580.0,0,0,22338.75,1,0,0,0,0,0,0
11.12726298,16.45,727,3840.041667,0,0,16776.75,0,0,1,0,0,0,0
10.16585182,2.91,667,1290.041667,7,0,5830.0,1,0,0,0,0,0,0
11.1844214,11.68,732,2760.041667,1,0,15287.5,0,0,0,0,0,1,0
10.59653473,0.0,687,2940.041667,1,0,12263.107142857143,1,0,0,0,0,0,0
9.878169745,21.23,772,5881.0,0,0,10991.25,0,0,0,0,0,1,0
10.67359577,0.83,792,4139.958333,0,0,9943.25,1,0,0,0,0,0,0
10.858999,6.83,722,5040.0,1,0,15512.25,1,0,0,0,0,0,0
11.49272276,0.0,782,6450.0,0,0,24449.0,1,0,0,0,0,0,0
11.12726298,11.42,662,3779.958333,0,1,15127.25,0,0,0,0,1,0,0
11.54248427,15.22,752,4830.041667,1,0,16558.25,0,0,1,0,0,0,0
11.1844214,9.87,732,4020.0,3,0,18884.0,0,0,1,0,0,0,0
9.878169745,9.23,772,5190.041667,2,0,9689.0,0,0,1,0,0,0,0
11.64745636,14.67,702,5041.041667,3,0,27239.0,0,0,1,0,0,0,0
10.18111929,20.14,692,1942.0,0,0,11011.5,0,0,1,0,0,0,0
10.59663473,19.67,667,3240.0,1,0,9009.0,0,0,1,0,0,0,0
11.28978191,9.29,742,3090.0,4,0,19894.75,0,0,1,0,0,0,0
12.37073927,2.51,802,5190.0,1,0,15319.75,0,0,0,0,1,0,0
10.76840078,21.53,742,3604.958333,1,0,14674.5,0,0,1,0,0,0,0
10.4341158,10.66,687,599.9583333,12,0,8442.5,0,0,0,0,1,0,0
10.42821608,20.52,712,1200.0,1,0,8763.5,1,0,0,0,0,0,0
10.81977828,8.66,737,4169.958333,6,0,12587.75,0,0,0,1,0,0,0
10.71441777,17.23,707,4290.041667,3,0,10229.0,0,1,0,0,0,0,0
10.95619516,24.39,667,4110.041667,4,0,16720.25,1,0,0,0,0,0,0
10.59663473,2.34,687,1560.0,1,0,8747.25,0,0,1,0,0,0,0
10.59663473,6.59,697,2310.041667,0,0,10115.0,0,0,1,0,0,0,0
10.4392204,9.83,702,7290.0,3,1,10644.75,0,0,0,0,0,0,1
10.46321762,24.61,677,1393.0,1,0,6492.75,0,0,1,0,0,0,0
10.77561739,20.59,722,11100.04167,0,0,16417.75,0,1,0,0,0,0,0
11.21182037,13.28,717,4980.958333,1,0,13959.0,0,1,0,0,0,0,0
10.46310334,19.78,682,2490.0,1,0,10931.25,0,1,0,0,0,0,0
11.22524339,15.44,732,7170.0,0,0,13157.75,0,0,1,0,0,0,0
10.49127422,20.2,662,4169.958333,0,0,11905.0,0,0,1,0,0,0,0
10.9525594,13.77,682,2160.0,0,0,16748.3,0,0,1,0,0,0,0
11.51292546,9.8,702,4860.041667,2,0,25566.5,0,0,1,0,0,0,0
11.6351785,6.24,792,7800.0,0,0,27672.75,0,0,1,0,0,0,0
11.05879518,12.26,712,3900.041667,2,0,17600.5,0,0,1,0,0,0,0
11.2553328,12.37,657,3059.958333,3,0,11600.5,0,1,0,0,0,0,0
11.25208005,8.57,692,2790.0,2,0,20928.25,0,0,1,0,0,0,0
10.46367461,0.72,742,2767.041667,3,0,13135.25,0,0,0,0,0,1,0
12.25486281,13.14,762,9503.958333,2,0,17516.0,0,0,1,0,0,0,0
11.3736634,24.19,707,10591.0,3,0,24815.25,0,0,1,0,0,0,0
11.46163217,0.44,692,6780.041667,0,0,17640.5,1,0,0,0,0,0,0
9.700146629,14.71,712,1140.0,3,0,9510.5,1,0,0,0,0,0,0
11.72212424,19.22,737,8880.0,1,0,25553.75,0,0,1,0,0,0,0
12.61153775,5.74,727,6201.0,0,1,18275.5,0,1,0,0,0,0,0
10.37967204,15.43,717,3899.958333,0,0,9868.0,1,0,0,0,0,0,0
10.59663473,17.61,722,2190.0,0,0,11216.0,0,0,1,0,0,0,0
11.51292546,17.26,687,3243.0,2,1,17968.75,0,0,0,1,0,0,0
10.23995979,20.19,682,2460.0,1,0,9354.5,1,0,0,0,0,0,0
10.90159787,12.38,672,7530.041667,0,0,14277.5,1,0,0,0,0,0,0
10.46310334,8.71,702,4530.041667,0,0,6621.25,0,0,1,0,0,0,0
10.4341158,20.33,672,1770.0,2,0,8252.25,0,0,1,0,0,0,0
10.6454249,21.77,762,4470.958333,1,0,13974.5,0,0,0,0,0,1,0
11.26446411,23.17,727,4200.958333,1,0,16980.5,0,0,1,0,0,0,0
10.50506754,18.38,732,3394.0,0,0,9641.5,0,1,0,0,0,0,0
10.84544603,3.16,722,4319.958333,0,0,6020.0,0,0,1,0,0,0,0
12.01370075,20.95,672,6389.958333,5,0,24558.25,1,0,0,0,0,0,0
11.88448902,8.88,717,1110.0,1,0,17342.0,0,0,1,0,0,0,0
11.49272276,15.86,747,7230.0,1,0,14818.75,0,0,1,0,0,0,0
9.85198371,24.51,687,929.9583333,0,0,11324.5,1,0,0,0,0,0,0
11.83500896,19.0,677,6059.958333,1,0,22503.0,0,0,1,0,0,0,0
10.81977828,4.82,737,2490.0,2,0,10621.25,1,0,0,0,0,0,0
11.00209984,16.06,687,1350.041667,0,0,12028.0,1,0,0,0,0,0,0
11.81303006,13.79,762,9299.958333,3,0,22217.75,0,1,0,0,0,0,0
11.44035477,13.03,727,3030.0,0,0,14750.25,0,0,0,0,0,1,0
10.77895629,16.15,667,2670.0,2,0,11088.0,0,0,1,0,0,0,0
10.62132735,13.26,717,2190.0,3,0,10149.25,1,0,0,0,0,0,0
11.69524702,6.81,662,2041.041667,0,0,14722.75,1,0,0,0,0,0,0
10.91508846,3.32,737,4950.041667,0,0,14516.5,0,0,0,0,1,0,0
12.21602298,14.03,667,3540.0,3,0,26357.25,0,0,1,0,0,0,0
11.46163217,7.58,732,3720.958333,0,0,14492.25,1,0,0,0,0,0,0
10.62132735,8.2,662,1860.0,0,0,8639.25,0,0,1,0,0,0,0
10.08580911,22.8,682,5520.0,3,0,11825.0,0,0,0,1,0,0,0
10.5454467,2.34,712,2640.041667,1,0,12217.25,0,0,0,1,0,0,0
10.91508846,14.68,662,5310.041667,1,0,13978.5,0,0,0,1,0,0,0
10.08580911,13.5,692,2640.0,1,0,9851.75,0,0,0,0,0,1,0
10.81683395,24.22,692,6509.0,0,0,14990.25,0,0,1,0,0,0,0
10.59663473,15.57,742,2340.041667,2,0,10285.25,0,0,0,0,0,1,0
10.37349118,10.0,687,3329.958333,6,0,7994.75,1,0,0,0,0,0,0
10.37349118,4.8,697,3480.041667,1,0,12912.0,0,0,1,0,0,0,0
11.19821472,11.74,682,4384.0,2,0,19990.25,1,0,0,0,0,0,0
11.58988651,8.92,712,3059.041667,1,0,17232.5,0,0,0,0,1,0,0
11.15625052,13.39,792,5669.958333,0,0,14793.0,0,0,0,0,0,0,1
11.60823564,2.69,757,8130.0,3,0,18436.5,0,0,0,0,0,0,1
10.54534144,0.82,747,6870.0,1,0,15555.75,1,0,0,0,0,0,0
10.75790288,4.98,747,2940.0,0,0,9579.0,0,0,1,0,0,0,0
10.6454249,21.97,707,3390.041667,2,0,11370.0,0,1,0,0,0,0,0
10.47163824,14.96,677,4829.958333,0,0,8364.125,0,1,0,0,0,0,0
11.00209984,15.9,747,5700.958333,2,0,13605.0,0,0,0,0,0,0,1
11.33857208,17.8,737,4980.041667,1,0,21188.75,1,0,0,0,0,0,0
9.655026193,15.46,762,10443.04167,0,0,8088.5,1,0,0,0,0,0,0
10.76840078,3.79,672,3030.0,3,0,12626.25,1,0,0,0,0,0,0
10.6454249,14.57,697,2850.0,2,0,11814.25,0,0,1,0,0,0,0
9.61580548,0.0,752,1680.041667,0,0,26764.10714285714,0,0,1,0,0,0,0
11.28978191,24.77,712,3750.041667,1,0,21378.25,0,0,0,0,0,0,1
10.57131693,0.98,742,2580.0,1,0,19171.75,0,1,0,0,0,0,0
10.16585182,23.68,687,2280.0,0,0,10887.25,0,1,0,0,0,0,0
11.98292909,3.41,687,2490.0,2,0,17625.5,0,0,1,0,0,0,0
11.31447453,12.34,702,4200.0,0,0,19967.5,0,0,1,0,0,0,0
11.60823564,20.04,682,4080.0,0,0,21006.0,0,0,1,0,0,0,0
10.59663473,18.78,697,2309.958333,0,0,11306.0,0,0,1,0,0,0,0
10.38108726,23.71,717,3090.0,0,0,9788.0,0,0,1,0,0,0,0
11.25480219,15.92,727,4290.0,2,0,18779.5,1,0,0,0,0,0,0
10.78518684,4.57,717,2550.0,1,0,10361.0,1,0,0,0,0,0,0
10.62254611,17.6,797,6989.958333,0,0,9016.0,0,0,0,1,0,0,0
10.83340541,21.24,647,2070.041667,1,0,14152.75,0,0,1,0,0,0,0
11.00209984,11.42,702,1950.041667,2,0,11444.5,0,0,0,1,0,0,0
10.73639668,9.97,662,1680.041667,1,0,13300.25,0,0,1,0,0,0,0
11.47210347,5.65,662,4381.0,1,1,18859.0,0,1,0,0,0,0,0
10.95080655,7.73,687,4680.041667,0,2,13169.75,1,0,0,0,0,0,0
9.952277717,18.91,697,1170.0,0,0,7994.0,0,1,0,0,0,0,0
11.22524339,21.01,672,6120.041667,1,0,16869.0,0,0,0,0,1,0,0
10.54534144,12.95,687,5100.0,2,0,9318.25,0,1,0,0,0,0,0
11.95761129,7.83,682,5730.0,2,0,21216.0,0,0,0,0,1,0,0
10.6214249,11.5,712,2130.0,3,0,10966.25,1,0,0,0,0,0,0
10.18111929,29.41,692,3450.041667,2,0,9411.5,0,0,1,0,0,0,0
11.18725073,11.37,732,5100.0,2,0,19491.75,0,0,1,0,0,0,0
10.59663473,9.33,797,6030.041667,1,0,8641.75,0,1,0,0,0,0,0
10.49127422,18.23,682,9600.041667,3,0,8846.25,1,0,0,0,0,0,0
11.77528973,23.43,792,4205.041667,1,0,27957.5,1,0,0,0,0,0,0
11.02755639,20.16,702,3690.0,3,0,17241.25,0,0,1,0,0,0,0
10.30895266,14.48,762,2940.0,0,0,8519.0,0,0,0,1,0,0,0
11.40756495,9.91,687,6780.041667,1,0,15054.75,0,0,0,0,1,0,0
11.35040654,18.52,747,6420.0,0,0,18187.0,1,0,0,0,0,0,0
10.46310334,11.28,667,3512.958333,4,0,7693.25,0,0,1,0,0,0,0
12.13350195,4.06,757,10320.0,1,0,17321.5,0,0,0,0,0,1,0
10.59663473,22.98,672,4500.0,1,1,11181.5,1,0,0,0,0,0,0
10.73639668,21.65,747,2970.0,0,0,10919.0,1,0,0,0,0,0,0
10.77895629,17.53,707,6509.958333,1,0,13717.25,1,0,0,0,0,0,0
11.49272276,6.73,642,3419.958333,0,0,12544.5,0,0,1,0,0,0,0
11.04292184,20.45,677,2675.0,2,0,18683.75,0,0,1,0,0,0,0
11.36210258,20.12,652,2849.0,1,0,17425.5,0,1,0,0,0,0,0
11.51292546,17.01,767,5820.0,2,0,22854.0,1,0,0,0,0,0,0
11.00209984,8.34,747,3960.0,1,0,14038.5,0,0,1,0,0,0,0
11.03488966,20.15,682,2580.0,0,0,19149.25,1,0,0,0,0,0,0
10.63344871,13.76,697,3809.958333,0,0,11627.75,0,1,0,0,0,0,0
10.46310334,21.36,687,2191.0,0,0,10911.0,0,0,1,0,0,0,0
12.46458334,16.97,697,7799.958333,2,0,22142.25,0,0,0,0,0,1,0
9.287301413,20.33,687,930.0416667,2,0,8020.5,1,0,0,0,0,0,0
10.6454249,13.43,687,3210.0,0,0,12244.25,1,0,0,0,0,0,0
10.87426647,0.59,742,3749.958333,1,0,16423.083333333336,0,0,0,0,0,1,0
11.32659589,11.71,697,7920.0,1,0,15044.0,0,1,0,0,0,0,0
11.00209984,4.64,662,2222.0,0,0,14565.0,0,0,1,0,0,0,0
10.30895266,13.96,672,4620.0,3,0,7165.5,0,0,1,0,0,0,0
12.25486281,8.13,722,8130.0,1,0,24840.5,0,0,1,0,0,0,0
10.99373159,18.51,647,7110.0,4,0,18832.25,1,0,0,0,0,0,0
10.56617553,24.71,772,3990.0,2,0,8759.0,0,0,1,0,0,0,0
10.77895629,24.13,757,8043.0,2,0,12093.5,0,0,1,0,0,0,0
10.30895266,10.44,682,8220.0,2,0,9291.25,1,0,0,0,0,0,0
10.5865844,0.91,767,5520.0,1,0,15040.25,0,0,1,0,0,0,0
11.15625052,13.68,687,4860.0,1,0,12160.25,0,1,0,0,0,0,0
9.798127037,6.33,717,1230.041667,0,0,11720.75,1,0,0,0,0,0,0
10.6454249,19.0,702,4320.0,2,0,12943.0,0,0,1,0,0,0,0
11.56171563,11.18,682,7680.0,1,0,20364.25,0,0,1,0,0,0,0
9.998797732,19.25,707,1110.041667,0,0,8227.75,1,0,0,0,0,0,0
10.18490001,12.14,762,2040.041667,0,0,10446.0,0,0,1,0,0,0,0
10.37349118,12.6,752,6870.0,1,0,10130.25,0,0,1,0,0,0,0
11.91582729,9.52,702,3780.041667,0,0,20948.25,0,0,1,0,0,0,0
10.80972795,7.68,662,1019.0,1,0,10124.75,0,0,1,0,0,0,0
11.14186178,17.57,682,3121.041667,0,0,20394.75,0,0,1,0,0,0,0
11.26446411,17.8,792,5854.0,0,0,17748.25,0,0,1,0,0,0,0
11.00209984,9.54,692,2250.0,0,0,16080.5,0,0,0,1,0,0,0
11.09741002,9.24,697,9449.958333,7,1,12127.5,0,0,0,0,0,0,1
11.11988288,6.9,727,3180.041667,0,0,16685.5,0,0,1,0,0,0,0
11.88448902,18.16,682,6689.958333,8,0,23253.25,0,0,1,0,0,0,0
11.48497363,10.71,672,3989.958333,2,1,17020.25,0,0,1,0,0,0,0
10.89673933,20.7,672,2400.041667,1,0,13483.75,0,0,1,0,0,0,0
10.98529272,22.17,742,4590.0,0,0,13686.25,1,0,0,0,0,0,0
11.22524339,1.84,702,5430.0,1,0,21015.25,0,0,1,0,0,0,0
10.46310334,9.02,682,2280.041667,1,0,9330.5,0,0,1,0,0,0,0
10.59663473,15.6,702,2250.041667,4,0,7239.5,0,0,1,0,0,0,0
11.03495418,5.46,787,5820.0,2,0,18803.75,0,0,1,0,0,0,0
10.97382039,10.99,717,3660.0,2,0,13785.75,0,0,0,0,0,1,0
11.35927299,8.82,757,2973.041667,0,0,23337.0,0,0,0,1,0,0,0
11.08214255,11.76,752,7650.0,2,0,13659.5,0,0,1,0,0,0,0
10.81977828,21.5,652,5519.958333,1,0,12957.5,0,1,0,0,0,0,0
11.00209984,24.48,712,10110.0,0,0,14473.0,0,0,1,0,0,0,0
10.91508846,9.6,697,2370.041667,3,0,16685.25,1,0,0,0,0,0,0
11.38509209,15.35,732,7020.041667,1,0,16171.0,0,1,0,0,0,0,0
11.08214255,10.14,752,3755.041667,3,0,20578.25,1,0,0,0,0,0,0
11.35040654,11.55,762,4289.958333,0,0,18130.5,0,0,0,0,0,0,1
9.798127037,9.8,682,1230.041667,0,0,10039.75,0,0,0,0,0,0,1
11.00209984,18.82,717,5040.0,1,0,15177.5,1,0,0,0,0,0,0
10.4487146,7.41,697,12390.0,1,0,9343.5,0,0,1,0,0,0,0
10.30895266,13.16,752,4109.0,2,0,9593.25,0,0,1,0,0,0,0
11.60823564,0.0,802,7260.0,0,0,23813.75,1,0,0,0,0,0,0
10.30895266,16.8,772,5969.958333,0,0,9708.75,0,0,0,1,0,0,0
11.98292909,11.19,687,5369.958333,1,0,21983.25,1,0,0,0,0,0,0
11.47210347,2.69,712,4709.0,0,1,11434.75,0,1,0,0,0,0,0
11.27720313,22.98,717,4230.958333,4,0,20838.25,0,0,1,0,0,0,0
10.80972795,12.68,707,3570.0,3,0,16687.75,0,0,1,0,0,0,0
10.57131693,10.68,722,1260.0,0,0,6623.75,1,0,0,0,0,0,0
10.81977828,0.6,717,5010.0,5,0,10053.75,0,0,0,0,0,0,1
11.03488966,22.06,672,4649.958333,1,0,15315.0,0,0,1,0,0,0,0
10.71441777,24.59,727,4469.958333,0,0,13308.25,0,1,0,0,0,0,0
10.49127422,26.08,682,3180.041667,11,0,5840.5,0,0,1,0,0,0,0
9.392661929,0.0,687,5193.0,0,0,26764.10714285714,1,0,0,0,0,0,0
9.903487553,13.2,652,1110.0,3,0,5527.0,0,0,1,0,0,0,0
10.77895629,12.55,682,1927.041667,0,0,10287.5,1,0,0,0,0,0,0
11.03488966,14.37,757,1950.0,0,0,13596.75,0,0,1,0,0,0,0
11.28978191,8.36,717,2849.958333,7,0,17997.0,0,0,0,0,1,0,0
10.37349118,11.29,722,1950.041667,0,0,11058.25,1,0,0,0,0,0,0
11.12726298,7.82,802,8160.0,1,0,9319.25,1,0,0,0,0,0,0
12.07254125,26.13,657,4949.041667,2,0,15743.75,0,0,1,0,0,0,0
9.61580548,12.24,672,1289.958333,3,0,10225.0,0,0,0,0,0,0,1
10.30895266,3.16,662,1440.0,0,0,8521.25,1,0,0,0,0,0,0
10.71441777,23.2,772,3846.041667,0,0,12558.5,0,0,1,0,0,0,0
11.09741002,18.42,682,2910.0,1,0,14452.416666666668,1,0,0,0,0,0,0
11.69524702,14.2,732,13410.04167,1,0,23594.0,1,0,0,0,0,0,0
11.36214909,4.35,687,6900.0,3,0,16363.0,0,0,0,0,1,0,0
11.08214255,1.94,782,4650.0,0,0,19008.75,0,0,1,0,0,0,0
11.77528973,8.36,697,9420.0,0,1,18454.25,0,1,0,0,0,0,0
11.15625052,6.6,677,2400.0,2,0,9610.0,0,0,1,0,0,0,0
9.903487553,13.02,702,3960.0,2,0,8549.75,1,0,0,0,0,0,0
11.05089001,0.38,782,2286.0,1,0,17812.5,0,0,0,1,0,0,0
10.46321762,21.36,707,3419.958333,0,0,9026.5,0,0,1,0,0,0,0
11.08214255,24.13,677,5100.0,0,0,23553.25,0,0,1,0,0,0,0
10.81985828,8.21,672,3449.958333,1,0,10020.5,0,0,1,0,0,0,0
11.94470788,22.64,737,13020.04167,2,0,29397.75,0,1,0,0,0,0,0
10.31011865,23.81,692,3989.958333,0,0,11330.5,0,0,1,0,0,0,0
9.392661929,5.8,732,2310.041667,0,0,7137.0,1,0,0,0,0,0,0
11.28978191,23.1,722,5310.041667,0,0,18464.0,0,1,0,0,0,0,0
10.52406404,21.94,702,1950.041667,2,0,12658.75,0,0,1,0,0,0,0
